学科类,批次,专业,标签,判定依据,配对数_24_25,超额漂移_24_25,阈值_24_25,显著_24_25,同向率_24_25,配对数_25_26,超额漂移_25_26,阈值_25_26,显著_25_26,同向率_25_26,两段合计超额漂移,原始位次口径_24_25,原始位次口径_25_26,单元数_2024,单元数_2025,单元数_2026,供给变动_24_26,层次分化_25_26
物理学科类,本科批,体育经济与管理,样本不足,配对单元数不足（3 / 3，门槛 5）,3,-0.0215,0.1093,否,1.00,3,+0.1477,0.1277,是,0.67,+0.1262,+0.0009,+0.1654,3,4,5,+2,211:1个/+14.8% 普通公办:2个/+20.0%
物理学科类,本科批,电子封装技术,样本不足,配对单元数不足（4 / 2，门槛 5）,4,-0.0649,0.0916,否,1.00,2,-0.0585,0.1277,否,1.00,-0.1234,-0.0425,-0.0408,4,4,3,-1,普通公办:2个/-5.9%
物理学科类,本科批,中兽医学,样本不足,配对单元数不足（2 / 2，门槛 5）,2,+0.0560,0.1093,否,0.50,2,+0.0649,0.1277,否,0.50,+0.1209,+0.0784,+0.0827,2,2,2,+0,985:1个/+15.3% 普通公办:1个/-2.3%
物理学科类,本科批,康复辅助器具技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1275,0.1093,是,1.00,1,+0.0070,0.1277,否,1.00,-0.1205,-0.1051,+0.0248,1,1,1,+0,普通公办:1个/+0.7%
物理学科类,本科批,管理科学,样本不足,配对单元数不足（3 / 3，门槛 5）,3,+0.0600,0.1093,否,0.67,3,+0.0603,0.1277,否,1.00,+0.1203,+0.0824,+0.0781,5,4,3,-2,普通公办:3个/+6.0%
物理学科类,本科批,劳动经济学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0531,0.1093,否,1.00,1,+0.0669,0.1277,否,1.00,+0.1201,+0.0755,+0.0847,1,1,1,+0,普通公办:1个/+6.7%
物理学科类,本科批,应用化工技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0681,0.1093,否,1.00,1,-0.0500,0.1277,否,1.00,-0.1181,-0.0457,-0.0323,4,1,3,-1,普通公办:1个/-5.0%
物理学科类,本科批,农业电气化,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0522,0.0916,否,1.00,4,-0.0636,0.1048,否,1.00,-0.1158,-0.0298,-0.0459,4,4,4,+0,211:1个/-4.2% 普通公办:3个/-8.5%
物理学科类,本科批,轮机工程,样本不足,配对单元数不足（4 / 3，门槛 5）,4,-0.0742,0.0916,否,0.75,3,-0.0401,0.1277,否,1.00,-0.1143,-0.0518,-0.0224,5,4,3,-2,211:1个/-3.2% 普通公办:2个/-8.9%
物理学科类,本科批,飞行器运维工程,样本不足,配对单元数不足（2 / 3，门槛 5）,2,-0.0890,0.1093,否,1.00,3,-0.0252,0.1277,否,1.00,-0.1142,-0.0666,-0.0074,2,3,8,+6,普通公办:3个/-2.5%
物理学科类,本科批,蚕学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0738,0.1093,否,1.00,1,-0.0397,0.1277,否,1.00,-0.1135,-0.0514,-0.0219,1,1,1,+0,普通公办:1个/-4.0%
物理学科类,本科批,电子商务及法律,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0754,0.1093,否,1.00,1,+0.0374,0.1277,否,1.00,+0.1128,+0.0978,+0.0551,3,2,3,+0,普通公办:1个/+3.7%
物理学科类,本科批,水声工程,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1008,0.1093,否,1.00,1,-0.0115,0.1277,否,1.00,-0.1124,-0.0784,+0.0062,2,2,3,+1,普通公办:1个/-1.2%
物理学科类,本科批,海洋工程与技术,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0428,0.1093,否,1.00,2,-0.0694,0.1277,否,1.00,-0.1122,-0.0204,-0.0517,4,4,5,+1,普通公办:2个/-6.9%
物理学科类,本科批,电子与计算机工程,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0737,0.1093,否,1.00,2,-0.0370,0.1277,否,1.00,-0.1107,-0.0513,-0.0193,1,3,2,+1,普通公办:1个/-6.3% 民办:1个/-1.1%
物理学科类,本科批,特殊教育,样本不足,配对单元数不足（1 / 3，门槛 5）,1,+0.0740,0.1093,否,1.00,3,+0.0365,0.1277,否,0.67,+0.1106,+0.0964,+0.0543,3,3,3,+0,普通公办:3个/+3.7%
物理学科类,本科批,智慧水利,样本不足,配对单元数不足（3 / 6，门槛 5）,3,-0.0804,0.1093,否,0.67,6,-0.0275,0.0776,否,0.83,-0.1080,-0.0581,-0.0098,3,7,10,+7,211:2个/-5.8% 985:1个/-2.4% 普通公办:3个/-2.2%
物理学科类,本科批,国际事务与国际关系,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0965,0.1093,否,1.00,1,+0.0111,0.1277,否,1.00,+0.1076,+0.1189,+0.0289,1,1,1,+0,普通公办:1个/+1.1%
物理学科类,本科批,仿生科学与工程,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0092,0.1093,否,1.00,1,-0.0966,0.1277,否,1.00,-0.1058,+0.0132,-0.0789,1,1,1,+0,985:1个/-9.7%
物理学科类,本科批,氢能科学与工程,样本不足,配对单元数不足（2 / 2，门槛 5）,2,+0.0820,0.1093,否,0.50,2,+0.0231,0.1277,否,0.50,+0.1051,+0.1044,+0.0408,2,2,3,+1,211:1个/+7.9% 普通公办:1个/-3.3%
物理学科类,本科批,中国少数民族语言文学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1215,0.1093,是,1.00,1,+0.0166,0.1277,否,1.00,-0.1049,-0.0991,+0.0344,1,2,1,+0,普通公办:1个/+1.7%
物理学科类,本科批,智能地球探测,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0871,0.1093,否,1.00,1,-0.1914,0.1277,是,1.00,-0.1042,+0.1095,-0.1736,1,1,3,+2,普通公办:1个/-19.1%
物理学科类,本科批,饲料工程,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0260,0.1093,否,1.00,2,-0.0757,0.1277,否,1.00,-0.1017,-0.0036,-0.0579,1,2,3,+2,普通公办:2个/-7.6%
物理学科类,本科批,森林工程,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.1422,0.1093,是,1.00,1,-0.0411,0.1277,否,1.00,+0.1010,+0.1646,-0.0234,2,1,1,-1,普通公办:1个/-4.1%
物理学科类,本科批,外交学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0512,0.1093,否,1.00,1,+0.0488,0.1277,否,1.00,+0.1000,+0.0736,+0.0665,1,2,1,+0,普通公办:1个/+4.9%
物理学科类,本科批,资源循环科学与工程,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0859,0.0916,否,1.00,4,-0.0141,0.1048,否,0.50,-0.1000,-0.0635,+0.0037,7,8,11,+4,211:1个/+2.8% 普通公办:3个/-3.7%
物理学科类,本科批,气象技术与工程,样本不足,配对单元数不足（3 / 3，门槛 5）,3,+0.0511,0.1093,否,1.00,3,+0.0472,0.1277,否,0.67,+0.0982,+0.0735,+0.0649,3,3,3,+0,985:1个/-4.9% 普通公办:2个/+6.6%
物理学科类,本科批,哲学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0373,0.1093,否,1.00,1,+0.1341,0.1277,是,1.00,+0.0968,-0.0149,+0.1518,1,1,1,+0,211:1个/+13.4%
物理学科类,本科批,医学实验技术,样本不足,配对单元数不足（4 / 7，门槛 5）,4,+0.0008,0.0916,否,0.50,7,+0.0942,0.0697,是,1.00,+0.0950,+0.0232,+0.1119,6,7,8,+2,普通公办:7个/+9.4%
物理学科类,本科批,智能无人系统技术,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.1235,0.1093,是,1.00,2,+0.0286,0.1277,否,0.50,-0.0949,-0.1011,+0.0463,1,2,2,+1,985:1个/+12.5% 普通公办:1个/-6.8%
物理学科类,本科批,葡萄与葡萄酒工程,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0443,0.0916,否,0.75,4,-0.0502,0.1048,否,0.75,-0.0945,-0.0219,-0.0325,5,4,4,-1,985:3个/-3.7% 普通公办:1个/-6.3%
物理学科类,本科批,意大利语,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0883,0.1093,否,1.00,1,+0.0055,0.1277,否,1.00,+0.0939,+0.1107,+0.0233,2,2,1,-1,普通公办:1个/+0.6%
物理学科类,本科批,护理,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.1130,0.1093,是,1.00,2,+0.0215,0.1277,否,0.50,-0.0915,-0.0906,+0.0392,1,2,2,+1,民办:2个/+2.1%
物理学科类,本科批,机械工艺技术,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0427,0.1093,否,1.00,2,-0.0485,0.1277,否,1.00,-0.0912,-0.0203,-0.0308,2,2,3,+1,普通公办:2个/-4.9%
物理学科类,本科批,艺术教育,样本不足,配对单元数不足（1 / 2，门槛 5）,1,+0.0484,0.1093,否,1.00,2,-0.1394,0.1277,是,1.00,-0.0910,+0.0708,-0.1217,3,3,2,-1,普通公办:1个/-26.8% 民办:1个/-1.1%
物理学科类,本科批,茶学,样本不足,配对单元数不足（3 / 3，门槛 5）,3,+0.0657,0.1093,否,0.67,3,+0.0252,0.1277,否,1.00,+0.0909,+0.0881,+0.0429,4,3,3,-1,普通公办:3个/+2.5%
物理学科类,本科批,消防工程,样本不足,配对单元数不足（4 / 2，门槛 5）,4,-0.0595,0.0916,否,1.00,2,-0.0296,0.1277,否,1.00,-0.0891,-0.0371,-0.0119,4,5,4,+0,普通公办:2个/-3.0%
物理学科类,本科批,无人驾驶航空器系统工程,样本不足,配对单元数不足（4 / 6，门槛 5）,4,-0.0712,0.0916,否,1.00,6,-0.0177,0.0776,否,0.67,-0.0888,-0.0488,+0.0001,4,7,16,+12,211:1个/+0.9% 普通公办:4个/-5.4% 民办:1个/+1.5%
物理学科类,本科批,知识产权,样本不足,配对单元数不足（4 / 2，门槛 5）,4,-0.0242,0.0916,否,0.75,2,-0.0639,0.1277,否,0.50,-0.0880,-0.0018,-0.0461,7,5,6,-1,普通公办:1个/+1.4% 民办:1个/-14.2%
物理学科类,本科批,涂料工程,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0079,0.1093,否,1.00,1,-0.0952,0.1277,否,1.00,-0.0873,+0.0303,-0.0775,1,2,1,+0,普通公办:1个/-9.5%
物理学科类,本科批,区块链工程,样本不足,配对单元数不足（2 / 1，门槛 5）,2,+0.0016,0.1093,否,0.50,1,+0.0855,0.1277,否,1.00,+0.0871,+0.0240,+0.1032,3,2,1,-2,普通公办:1个/+8.6%
物理学科类,本科批,建筑装饰工程,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0328,0.1093,否,1.00,1,-0.1193,0.1277,否,1.00,-0.0865,+0.0552,-0.1016,1,1,1,+0,民办:1个/-11.9%
物理学科类,本科批,监狱学,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0624,0.1093,否,1.00,2,-0.0226,0.1277,否,0.50,-0.0850,-0.0400,-0.0048,2,2,2,+0,普通公办:2个/-2.3%
物理学科类,本科批,非物质文化遗产保护,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0240,0.1093,否,1.00,1,+0.0607,0.1277,否,1.00,+0.0847,+0.0464,+0.0784,1,1,1,+0,普通公办:1个/+6.1%
物理学科类,本科批,标准化工程,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0499,0.1093,否,1.00,2,-0.0344,0.1277,否,1.00,-0.0843,-0.0275,-0.0167,2,4,2,+0,普通公办:2个/-3.4%
物理学科类,本科批,智能网联汽车工程技术,样本不足,配对单元数不足（3 / 3，门槛 5）,3,-0.0326,0.1093,否,1.00,3,-0.0512,0.1277,否,1.00,-0.0838,-0.0102,-0.0335,3,3,3,+0,普通公办:2个/-7.2% 民办:1个/-3.2%
物理学科类,本科批,海洋油气工程,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0466,0.0916,否,1.00,4,-0.0348,0.1048,否,0.75,-0.0814,-0.0242,-0.0171,6,4,4,-2,双一流:1个/+5.2% 普通公办:3个/-3.8%
物理学科类,本科批,电磁场与无线技术,样本不足,配对单元数不足（3 / 3，门槛 5）,3,-0.0010,0.1093,否,0.67,3,+0.0822,0.1277,否,1.00,+0.0812,+0.0214,+0.0999,4,4,3,-1,211:1个/+8.2% 985:2个/+6.9%
物理学科类,本科批,智慧建筑与建造,样本不足,配对单元数不足（2 / 1，门槛 5）,2,-0.0679,0.1093,否,0.50,1,+0.1488,0.1277,是,1.00,+0.0810,-0.0455,+0.1666,2,2,2,+0,985:1个/+14.9%
物理学科类,本科批,非织造材料与工程,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0172,0.0916,否,0.50,4,-0.0624,0.1048,否,1.00,-0.0796,+0.0052,-0.0447,5,4,6,+1,双一流:1个/-6.2% 普通公办:3个/-6.3%
物理学科类,本科批,航空机电设备维修技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0517,0.1093,否,1.00,1,-0.0273,0.1277,否,1.00,-0.0790,-0.0293,-0.0096,1,1,1,+0,普通公办:1个/-2.7%
物理学科类,本科批,合成生物学,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0883,0.1093,否,1.00,2,+0.0093,0.1277,否,0.50,-0.0790,-0.0659,+0.0270,2,3,12,+10,211:2个/+0.9%
物理学科类,本科批,戏剧影视文学,样本不足,配对单元数不足（3 / 5，门槛 5）,3,+0.0866,0.1093,否,0.67,5,-0.0085,0.0870,否,0.60,+0.0781,+0.1090,+0.0092,5,5,6,+1,211:1个/+23.5% 普通公办:2个/+7.3% 民办:2个/-0.9%
物理学科类,本科批,化工安全工程,样本不足,配对单元数不足（3 / 2，门槛 5）,3,-0.0476,0.1093,否,1.00,2,-0.0303,0.1277,否,1.00,-0.0779,-0.0252,-0.0126,3,3,4,+1,普通公办:2个/-3.0%
物理学科类,本科批,智慧气象技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0337,0.1093,否,1.00,1,-0.0440,0.1277,否,1.00,-0.0777,-0.0113,-0.0263,1,1,1,+0,普通公办:1个/-4.4%
物理学科类,本科批,国家安全学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0965,0.1093,否,1.00,1,+0.0193,0.1277,否,1.00,-0.0772,-0.0741,+0.0370,1,1,1,+0,普通公办:1个/+1.9%
物理学科类,本科批,政治学与行政学,样本不足,配对单元数不足（3 / 4，门槛 5）,3,-0.0057,0.1093,否,1.00,4,+0.0828,0.1048,否,1.00,+0.0771,+0.0167,+0.1006,5,4,4,-1,985:1个/+11.8% 普通公办:3个/+4.7%
物理学科类,本科批,可持续能源,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0438,0.1093,否,1.00,1,-0.0309,0.1277,否,1.00,-0.0747,-0.0215,-0.0131,1,1,1,+0,211:1个/-3.1%
物理学科类,本科批,粮食工程,样本不足,配对单元数不足（4 / 5，门槛 5）,4,-0.0507,0.0916,否,1.00,5,-0.0234,0.0870,否,1.00,-0.0741,-0.0283,-0.0056,4,5,7,+3,普通公办:5个/-2.3%
物理学科类,本科批,汽车工程技术,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0337,0.1093,否,1.00,2,-0.0401,0.1277,否,1.00,-0.0738,-0.0113,-0.0224,3,2,2,-1,普通公办:2个/-4.0%
物理学科类,本科批,飞行器适航技术,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0690,0.0916,否,1.00,4,-0.0036,0.1048,否,0.50,-0.0726,-0.0466,+0.0142,4,4,7,+3,211:1个/-2.5% 普通公办:3个/+1.8%
物理学科类,本科批,飞行器质量与可靠性,样本不足,配对单元数不足（1 / 3，门槛 5）,1,-0.0359,0.1093,否,1.00,3,-0.0366,0.1277,否,1.00,-0.0725,-0.0135,-0.0189,1,3,4,+3,普通公办:3个/-3.7%
物理学科类,本科批,农村区域发展,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0337,0.1093,否,1.00,1,-0.0379,0.1277,否,1.00,-0.0716,-0.0113,-0.0201,1,1,1,+0,211:1个/-3.8%
物理学科类,本科批,地球物理学,样本不足,配对单元数不足（4 / 3，门槛 5）,4,+0.0026,0.0916,否,0.50,3,-0.0740,0.1277,否,1.00,-0.0715,+0.0249,-0.0563,5,4,4,-1,211:1个/-19.0% 普通公办:2个/-4.9%
物理学科类,本科批,能源与环境系统工程,样本不足,配对单元数不足（3 / 4，门槛 5）,3,-0.0314,0.1093,否,1.00,4,-0.0400,0.1048,否,1.00,-0.0714,-0.0090,-0.0223,6,4,7,+1,211:1个/-2.4% 普通公办:3个/-4.6%
物理学科类,本科批,资源环境大数据工程,样本不足,配对单元数不足（3 / 2，门槛 5）,3,-0.0517,0.1093,否,1.00,2,-0.0190,0.1277,否,1.00,-0.0707,-0.0293,-0.0013,3,3,2,-1,普通公办:2个/-1.9%
物理学科类,本科批,导航工程,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.1290,0.1093,是,1.00,2,+0.1997,0.1277,是,1.00,+0.0707,-0.1066,+0.2174,2,2,4,+2,985:1个/+35.2% 普通公办:1个/+4.8%
物理学科类,本科批,心理学,样本不足,配对单元数不足（2 / 8，门槛 5）,2,+0.0174,0.1093,否,1.00,8,+0.0532,0.0628,否,0.62,+0.0706,+0.0398,+0.0709,10,9,10,+0,985:1个/-18.1% 双一流:1个/+8.6% 普通公办:6个/+5.3%
物理学科类,本科批,木结构建筑与材料,样本不足,配对单元数不足（2 / 2，门槛 5）,2,+0.0371,0.1093,否,1.00,2,+0.0332,0.1277,否,1.00,+0.0703,+0.0595,+0.0509,2,2,2,+0,普通公办:2个/+3.3%
物理学科类,本科批,蜂学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.1295,0.1093,是,1.00,1,+0.0599,0.1277,否,1.00,-0.0696,-0.1071,+0.0776,1,1,1,+0,普通公办:1个/+6.0%
物理学科类,本科批,农业智能装备工程,样本不足,配对单元数不足（4 / 5，门槛 5）,4,-0.0271,0.0916,否,0.75,5,-0.0424,0.0870,否,0.60,-0.0695,-0.0047,-0.0247,5,5,5,+0,211:1个/-5.3% 985:1个/-5.9% 普通公办:2个/-1.1% 民办:1个/+2.2%
物理学科类,本科批,家具设计与工程,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0234,0.1093,否,1.00,2,-0.0455,0.1277,否,1.00,-0.0689,-0.0010,-0.0278,3,3,2,-1,普通公办:2个/-4.6%
物理学科类,本科批,司法警察学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0638,0.1093,否,1.00,1,-0.0051,0.1277,否,1.00,-0.0689,-0.0414,+0.0126,1,1,1,+0,普通公办:1个/-0.5%
物理学科类,本科批,葡萄牙语,样本不足,配对单元数不足（2 / 2，门槛 5）,2,+0.0064,0.1093,否,0.50,2,-0.0742,0.1277,否,1.00,-0.0678,+0.0288,-0.0565,5,2,3,-2,普通公办:1个/-11.8% 民办:1个/-3.1%
物理学科类,本科批,智能控制技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0465,0.1093,否,1.00,1,-0.0182,0.1277,否,1.00,-0.0646,-0.0241,-0.0004,1,1,2,+1,普通公办:1个/-1.8%
物理学科类,本科批,医疗保险,样本不足,配对单元数不足（1 / 3，门槛 5）,1,+0.0069,0.1093,否,1.00,3,+0.0575,0.1277,否,0.67,+0.0643,+0.0293,+0.0752,1,3,3,+2,普通公办:2个/+41.1% 民办:1个/+5.7%
物理学科类,本科批,交通管理,样本不足,配对单元数不足（4 / 4，门槛 5）,4,-0.0051,0.0916,否,0.50,4,+0.0681,0.1048,否,0.75,+0.0631,+0.0173,+0.0859,5,4,6,+1,211:1个/-9.0% 普通公办:3个/+11.4%
物理学科类,本科批,农药化肥,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0686,0.1093,否,1.00,1,+0.0059,0.1277,否,1.00,-0.0627,-0.0462,+0.0237,1,1,1,+0,普通公办:1个/+0.6%
物理学科类,本科批,化妆品科学与技术,样本不足,配对单元数不足（1 / 2，门槛 5）,1,+0.0092,0.1093,否,1.00,2,+0.0524,0.1277,否,0.50,+0.0616,+0.0316,+0.0701,1,2,4,+3,普通公办:1个/+11.6% 民办:1个/-1.1%
物理学科类,本科批,增材制造工程,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0257,0.1093,否,1.00,2,-0.0329,0.1277,否,0.50,-0.0586,-0.0033,-0.0151,2,2,5,+3,普通公办:2个/-3.3%
物理学科类,本科批,智慧林业,样本不足,配对单元数不足（1 / 2，门槛 5）,1,-0.0651,0.1093,否,1.00,2,+0.0076,0.1277,否,0.50,-0.0575,-0.0427,+0.0253,2,3,3,+1,985:1个/-12.6% 普通公办:1个/+14.1%
物理学科类,本科批,航空智能制造技术,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0440,0.1093,否,1.00,1,-0.0127,0.1277,否,1.00,-0.0566,-0.0216,+0.0051,1,1,1,+0,普通公办:1个/-1.3%
物理学科类,本科批,食品卫生与营养学,样本不足,配对单元数不足（1 / 2，门槛 5）,1,+0.0282,0.1093,否,1.00,2,+0.0274,0.1277,否,0.50,+0.0556,+0.0506,+0.0451,4,4,4,+0,双一流:1个/+7.1% 普通公办:1个/-1.6%
物理学科类,本科批,智能材料与结构,样本不足,配对单元数不足（4 / 6，门槛 5）,4,-0.0249,0.0916,否,1.00,6,-0.0295,0.0776,否,0.67,-0.0544,-0.0025,-0.0118,4,7,13,+9,普通公办:6个/-3.0%
物理学科类,本科批,化学工程与工业生物工程,样本不足,配对单元数不足（3 / 3，门槛 5）,3,-0.0292,0.1093,否,1.00,3,-0.0248,0.1277,否,0.67,-0.0540,-0.0068,-0.0070,3,3,4,+1,普通公办:2个/-3.0% 民办:1个/+4.1%
物理学科类,本科批,秘书学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0223,0.1093,否,1.00,1,+0.0295,0.1277,否,1.00,+0.0517,+0.0447,+0.0472,2,1,1,-1,普通公办:1个/+2.9%
物理学科类,本科批,摄影,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0021,0.1093,否,1.00,1,+0.0536,0.1277,否,1.00,+0.0515,+0.0203,+0.0714,1,1,1,+0,普通公办:1个/+5.4%
物理学科类,本科批,航空航天工程,样本不足,配对单元数不足（2 / 4，门槛 5）,2,-0.0605,0.1093,否,1.00,4,+0.0108,0.1048,否,0.50,-0.0496,-0.0381,+0.0286,4,4,4,+0,985:2个/+10.7% 普通公办:2个/-1.8%
物理学科类,本科批,环保设备工程,样本不足,配对单元数不足（2 / 2，门槛 5）,2,-0.0125,0.1093,否,0.50,2,-0.0368,0.1277,否,1.00,-0.0493,+0.0099,-0.0191,3,2,3,+0,普通公办:2个/-3.7%
物理学科类,本科批,艺术管理,样本不足,配对单元数不足（2 / 3，门槛 5）,2,-0.0331,0.1093,否,0.50,3,+0.0822,0.1277,否,0.67,+0.0492,-0.0107,+0.1000,2,4,3,+1,普通公办:2个/+2.5% 民办:1个/+34.0%
物理学科类,本科批,地下水科学与工程,样本不足,配对单元数不足（5 / 3，门槛 5）,5,+0.0487,0.0779,否,0.60,3,+0.0002,0.1277,否,0.67,+0.0489,+0.0711,+0.0179,6,5,5,-1,985:1个/-12.4% 普通公办:2个/+1.4%
物理学科类,本科批,劳动教育,样本不足,配对单元数不足（1 / 1，门槛 5）,1,-0.0958,0.1093,否,1.00,1,+0.0474,0.1277,否,1.00,-0.0484,-0.0734,+0.0652,1,1,1,+0,普通公办:1个/+4.7%
物理学科类,本科批,贸易经济,样本不足,配对单元数不足（3 / 3，门槛 5）,3,+0.0569,0.1093,否,0.67,3,-0.0091,0.1277,否,0.67,+0.0478,+0.0793,+0.0086,3,3,4,+1,普通公办:2个/-1.4% 民办:1个/+4.1%
物理学科类,本科批,柔性电子学,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0200,0.1093,否,1.00,1,+0.0278,0.1277,否,1.00,+0.0477,+0.0424,+0.0455,1,1,1,+0,211:1个/+2.8%
物理学科类,本科批,计算机应用工程,样本不足,配对单元数不足（1 / 1，门槛 5）,1,+0.0202,0.1093,否,1.00,1,+0.0274,0.1277,否,1.00,+0.0475,+0.0426,+0.0451,1,1,3,+2,民办:1个/+2.7%
